timestamp,ip_address,user_agent,status_code,request_method,url,response_time,log_level
2025-02-13 09:43:42.072836,22.75.46.139,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),503,POST,/search?q=test,171.5,WARNING
2025-02-13 09:45:12.072836,198.78.153.174,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),201,DELETE,/dashboard,399.16,WARNING
2025-02-13 09:47:27.072836,161.26.149.40,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),200,POST,/dashboard,2787.83,INFO
2025-02-13 09:50:40.072836,82.94.224.163,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),500,DELETE,/logout,1377.42,INFO
2025-02-13 09:54:00.072836,224.69.38.149,Mozilla/5.0 (Windows NT 10.0; Win64; x64),502,GET,/home,1767.74,WARNING
2025-02-13 09:56:34.072836,80.221.245.149,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),503,DELETE,/admin,138.46,INFO
2025-02-13 09:57:01.072836,13.206.31.226,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),503,GET,/settings,1736.88,INFO
2025-02-13 09:57:31.072836,123.69.113.96,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,DELETE,/settings,1087.9,INFO
2025-02-13 09:58:20.072836,139.71.116.203,Mozilla/5.0 (Linux; Android 11),500,PUT,/dashboard,2795.01,INFO
2025-02-13 09:59:52.072836,4.62.108.22,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,DELETE,/dashboard,1117.31,WARNING
2025-02-13 10:05:20.072836,38.18.52.130,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,PUT,/api/data,2749.1,WARNING
2025-02-13 10:05:48.072836,136.24.227.180,Mozilla/5.0 (Windows NT 10.0; Win64; x64),400,PUT,/profile,50.0,INFO
2025-02-13 10:06:29.072836,73.220.80.68,Mozilla/5.0 (Windows NT 6.1; Win64; x64),201,PUT,/logout,2930.59,INFO
2025-02-13 10:07:55.072836,96.130.175.59,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),400,DELETE,/logout,1485.62,INFO
2025-02-13 10:11:17.072836,121.135.135.239,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),401,DELETE,/home,102.54,INFO
2025-02-13 10:13:54.072836,239.190.201.196,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),500,DELETE,/settings,240.87,INFO
2025-02-13 10:14:17.072836,178.247.132.74,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),503,DELETE,/admin,2566.08,INFO
2025-02-13 10:14:35.072836,202.83.240.194,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),301,DELETE,/login,998.54,INFO
2025-02-13 10:15:34.072836,205.137.246.151,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,POST,/logout,2089.45,INFO
2025-02-13 10:21:40.072836,59.76.178.52,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),503,GET,/api/data,2829.7,ERROR
2025-02-13 10:21:58.072836,62.30.141.2,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),502,DELETE,/profile,628.53,INFO
2025-02-13 10:25:03.072836,171.65.246.147,Mozilla/5.0 (Linux; Android 11),201,POST,/admin,426.04,CRITICAL
2025-02-13 10:27:58.072836,201.79.84.48,Mozilla/5.0 (Linux; Android 11),200,POST,/logout,1133.41,ERROR
2025-02-13 10:35:33.072836,8.97.243.12,Mozilla/5.0 (Windows NT 6.1; Win64; x64),404,POST,/settings,1995.85,INFO
2025-02-13 10:35:42.072836,32.181.229.164,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,POST,/api/data,494.09,INFO
2025-02-13 10:44:01.072836,82.233.26.81,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),503,PUT,/dashboard,2823.02,INFO
2025-02-13 10:51:45.072836,55.129.121.206,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),201,PUT,/settings,2642.99,CRITICAL
2025-02-13 10:53:28.072836,215.124.214.242,Mozilla/5.0 (Windows NT 6.1; Win64; x64),201,PUT,/settings,1539.1,INFO
2025-02-13 10:56:40.072836,31.86.95.88,Mozilla/5.0 (Windows NT 6.1; Win64; x64),200,POST,/settings,2152.39,INFO
2025-02-13 10:57:25.072836,61.59.207.157,Mozilla/5.0 (Windows NT 10.0; Win64; x64),502,POST,/logout,2825.79,INFO
2025-02-13 10:59:38.072836,35.79.174.51,Mozilla/5.0 (Windows NT 6.1; Win64; x64),301,POST,/admin,446.83,INFO
2025-02-13 11:04:26.072836,113.185.131.39,Mozilla/5.0 (Linux; Android 11),502,DELETE,/login,2395.17,INFO
2025-02-13 11:06:24.072836,75.147.185.197,Mozilla/5.0 (Windows NT 6.1; Win64; x64),200,PUT,/search?q=test,1572.76,CRITICAL
2025-02-13 11:10:34.072836,141.2.18.1,Mozilla/5.0 (Linux; Android 11),404,DELETE,/settings,2205.17,WARNING
2025-02-13 11:11:17.072836,0.151.153.40,Mozilla/5.0 (Linux; Android 11),503,POST,/login,911.59,INFO
2025-02-13 11:13:12.072836,169.234.106.254,Mozilla/5.0 (Linux; Android 11),401,PUT,/logout,2950.4,INFO
2025-02-13 11:15:14.072836,240.176.41.34,Mozilla/5.0 (Windows NT 10.0; Win64; x64),301,GET,/dashboard,1935.47,ERROR
2025-02-13 11:21:26.072836,120.112.233.86,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),500,POST,/api/data,1586.4,INFO
2025-02-13 11:24:44.072836,160.101.107.121,Mozilla/5.0 (Windows NT 6.1; Win64; x64),503,PUT,/login,212.57,WARNING
2025-02-13 11:31:15.072836,239.172.32.149,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,POST,/search?q=test,24.11,WARNING
2025-02-13 11:48:25.072836,81.164.151.114,Mozilla/5.0 (Windows NT 10.0; Win64; x64),503,DELETE,/search?q=test,1004.14,INFO
2025-02-13 11:49:01.072836,186.5.16.122,Mozilla/5.0 (Windows NT 6.1; Win64; x64),201,POST,/dashboard,961.52,INFO
2025-02-13 11:51:55.072836,135.128.110.36,Mozilla/5.0 (Linux; Android 11),400,DELETE,/admin,1480.59,WARNING
2025-02-13 11:57:19.072836,97.98.228.184,Mozilla/5.0 (Windows NT 6.1; Win64; x64),200,DELETE,/home,1234.38,INFO
2025-02-13 12:02:14.072836,195.152.165.153,Mozilla/5.0 (Windows NT 6.1; Win64; x64),502,DELETE,/home,2506.24,ERROR
2025-02-13 12:04:52.072836,22.67.186.185,Mozilla/5.0 (Linux; Android 11),400,POST,/search?q=test,1218.2,INFO
2025-02-13 12:06:52.072836,43.45.199.202,Mozilla/5.0 (Windows NT 6.1; Win64; x64),502,POST,/settings,1852.46,INFO
2025-02-13 12:07:51.072836,72.184.137.234,Mozilla/5.0 (Windows NT 6.1; Win64; x64),404,DELETE,/admin,519.13,INFO
2025-02-13 12:12:56.072836,7.250.0.30,Mozilla/5.0 (Windows NT 6.1; Win64; x64),301,GET,/search?q=test,1928.91,INFO
2025-02-13 12:19:49.072836,104.131.68.55,Mozilla/5.0 (Windows NT 10.0; Win64; x64),201,PUT,/admin,1619.27,CRITICAL
2025-02-13 12:20:58.072836,46.110.92.99,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,PUT,/admin,2272.7,INFO
2025-02-13 12:21:17.072836,9.203.128.215,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),200,GET,/login,2379.76,INFO
2025-02-13 12:21:51.072836,4.4.197.217,Mozilla/5.0 (Windows NT 6.1; Win64; x64),201,PUT,/settings,2878.24,INFO
2025-02-13 12:22:51.072836,254.121.60.85,Mozilla/5.0 (Windows NT 6.1; Win64; x64),301,PUT,/admin,2038.05,INFO
2025-02-13 12:24:54.072836,230.117.174.198,Mozilla/5.0 (Linux; Android 11),201,PUT,/logout,1644.86,INFO
2025-02-13 12:28:07.072836,112.217.7.26,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,GET,/logout,878.55,ERROR
2025-02-13 12:29:21.072836,201.139.232.41,Mozilla/5.0 (Windows NT 6.1; Win64; x64),301,POST,/home,1483.06,INFO
2025-02-13 12:33:14.072836,24.12.251.150,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,DELETE,/dashboard,1460.6,INFO
2025-02-13 12:36:54.072836,80.221.153.241,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,GET,/settings,446.97,CRITICAL
2025-02-13 12:37:33.072836,80.36.18.192,Mozilla/5.0 (Windows NT 6.1; Win64; x64),404,POST,/search?q=test,2427.14,INFO
2025-02-13 12:43:14.072836,202.236.188.148,Mozilla/5.0 (Windows NT 6.1; Win64; x64),503,GET,/dashboard,1971.02,INFO
2025-02-13 12:44:13.072836,111.245.193.176,Mozilla/5.0 (Windows NT 6.1; Win64; x64),500,GET,/dashboard,2824.29,INFO
2025-02-13 12:44:22.072836,118.2.143.172,Mozilla/5.0 (Windows NT 10.0; Win64; x64),502,PUT,/admin,2702.92,INFO
2025-02-13 12:47:21.072836,10.204.26.111,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),403,GET,/search?q=test,2146.23,INFO
2025-02-13 12:47:45.072836,104.232.96.30,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),404,DELETE,/search?q=test,497.63,WARNING
2025-02-13 12:47:55.072836,22.65.215.64,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,PUT,/settings,2130.71,INFO
2025-02-13 12:48:00.072836,201.29.234.189,Mozilla/5.0 (Linux; Android 11),301,DELETE,/login,2311.94,ERROR
2025-02-13 12:48:30.072836,35.52.72.182,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),502,POST,/logout,2616.46,INFO
2025-02-13 12:50:56.072836,108.208.111.202,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),201,PUT,/login,1078.75,INFO
2025-02-13 12:51:29.072836,9.52.150.22,Mozilla/5.0 (Linux; Android 11),500,POST,/admin,2822.84,INFO
2025-02-13 12:52:20.072836,9.68.118.161,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),403,GET,/logout,1058.18,INFO
2025-02-13 12:54:02.072836,64.19.1.12,Mozilla/5.0 (Linux; Android 11),502,DELETE,/dashboard,1108.65,INFO
2025-02-13 12:58:07.072836,27.132.137.185,Mozilla/5.0 (Windows NT 6.1; Win64; x64),503,GET,/logout,2105.6,WARNING
2025-02-13 12:58:35.072836,187.99.77.210,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),301,GET,/home,714.68,WARNING
2025-02-13 13:02:31.072836,146.204.153.195,Mozilla/5.0 (Windows NT 6.1; Win64; x64),201,PUT,/profile,567.42,INFO
2025-02-13 13:03:57.072836,84.31.242.187,Mozilla/5.0 (Windows NT 6.1; Win64; x64),500,POST,/settings,1311.53,INFO
2025-02-13 13:07:16.072836,44.2.231.105,Mozilla/5.0 (Windows NT 10.0; Win64; x64),502,PUT,/login,1424.63,CRITICAL
2025-02-13 13:08:32.072836,107.228.248.186,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),401,PUT,/search?q=test,2582.87,INFO
2025-02-13 13:09:55.072836,56.87.53.78,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),503,POST,/admin,1036.48,INFO
2025-02-13 13:10:58.072836,125.127.79.172,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),301,POST,/home,90.11,INFO
2025-02-13 13:14:53.072836,240.67.39.217,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),200,DELETE,/admin,2303.22,INFO
2025-02-13 13:18:05.072836,124.13.102.0,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),404,POST,/search?q=test,661.47,ERROR
2025-02-13 13:19:16.072836,220.113.97.215,Mozilla/5.0 (Windows NT 10.0; Win64; x64),503,GET,/logout,1129.58,INFO
2025-02-13 13:20:19.072836,0.111.130.201,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),200,POST,/admin,1015.0,WARNING
2025-02-13 13:23:40.072836,197.62.188.158,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),403,GET,/login,780.33,INFO
2025-02-13 13:26:32.072836,224.80.70.142,Mozilla/5.0 (Windows NT 6.1; Win64; x64),500,GET,/api/data,1209.94,INFO
2025-02-13 13:28:00.072836,85.194.8.24,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,POST,/logout,775.82,INFO
2025-02-13 13:31:46.072836,167.6.158.133,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),400,PUT,/search?q=test,97.88,ERROR
2025-02-13 13:33:39.072836,252.146.252.37,Mozilla/5.0 (Windows NT 6.1; Win64; x64),403,GET,/profile,723.02,INFO
2025-02-13 13:34:18.072836,83.135.246.242,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),301,GET,/settings,2804.02,INFO
2025-02-13 13:35:49.072836,214.44.200.225,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),503,GET,/search?q=test,2629.19,INFO
2025-02-13 13:45:03.072836,91.166.10.213,Mozilla/5.0 (Linux; Android 11),500,POST,/home,2919.71,INFO
2025-02-13 13:45:08.072836,145.226.43.17,Mozilla/5.0 (Windows NT 10.0; Win64; x64),503,POST,/settings,859.19,ERROR
2025-02-13 13:46:47.072836,222.51.131.161,Mozilla/5.0 (Linux; Android 11),200,POST,/admin,1350.69,INFO
2025-02-13 13:48:48.072836,39.97.182.169,Mozilla/5.0 (Linux; Android 11),500,DELETE,/home,1429.57,WARNING
2025-02-13 13:50:44.072836,197.85.240.167,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),500,DELETE,/api/data,364.36,INFO
2025-02-13 13:51:23.072836,149.7.155.217,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,GET,/search?q=test,1842.04,INFO
2025-02-13 13:52:35.072836,74.144.249.50,Mozilla/5.0 (Windows NT 6.1; Win64; x64),200,GET,/logout,71.26,INFO
2025-02-13 13:53:14.072836,253.77.204.78,Mozilla/5.0 (Windows NT 6.1; Win64; x64),201,PUT,/home,1016.83,INFO
2025-02-13 13:55:17.072836,86.161.84.247,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),201,DELETE,/profile,301.31,INFO
2025-02-13 14:01:00.072836,26.163.232.171,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),401,GET,/dashboard,1745.49,INFO
2025-02-13 14:01:30.072836,213.191.240.150,Mozilla/5.0 (Windows NT 10.0; Win64; x64),502,GET,/profile,2041.79,INFO
2025-02-13 14:08:45.072836,227.158.242.97,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),503,POST,/admin,2881.47,WARNING
2025-02-13 14:18:06.072836,231.234.60.16,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),301,POST,/login,1870.19,INFO
2025-02-13 14:22:26.072836,243.7.250.97,Mozilla/5.0 (Windows NT 6.1; Win64; x64),404,PUT,/profile,10.09,ERROR
2025-02-13 14:25:03.072836,92.20.212.246,Mozilla/5.0 (Windows NT 6.1; Win64; x64),403,POST,/profile,504.41,INFO
2025-02-13 14:26:31.072836,242.20.233.91,Mozilla/5.0 (Windows NT 6.1; Win64; x64),503,PUT,/logout,452.89,INFO
2025-02-13 14:37:03.072836,195.54.139.156,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),503,POST,/api/data,1257.95,INFO
2025-02-13 14:39:39.072836,74.213.180.69,Mozilla/5.0 (Windows NT 6.1; Win64; x64),404,DELETE,/settings,161.96,INFO
2025-02-13 14:41:50.072836,158.154.138.117,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,GET,/home,1690.35,INFO
2025-02-13 14:48:54.072836,203.11.23.99,Mozilla/5.0 (Windows NT 6.1; Win64; x64),401,GET,/home,1473.95,INFO
2025-02-13 14:52:04.072836,242.96.85.229,Mozilla/5.0 (Windows NT 10.0; Win64; x64),301,POST,/logout,416.32,WARNING
2025-02-13 14:53:04.072836,114.94.115.103,Mozilla/5.0 (Linux; Android 11),200,POST,/search?q=test,1516.73,INFO
2025-02-13 14:55:36.072836,148.5.99.104,Mozilla/5.0 (Windows NT 10.0; Win64; x64),301,DELETE,/search?q=test,229.01,INFO
2025-02-13 15:01:56.072836,39.1.141.183,Mozilla/5.0 (Linux; Android 11),201,DELETE,/settings,262.83,INFO
2025-02-13 15:03:10.072836,102.221.224.164,Mozilla/5.0 (Windows NT 6.1; Win64; x64),500,GET,/dashboard,1324.34,INFO
2025-02-13 15:07:27.072836,92.109.178.235,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),400,PUT,/login,1676.5,INFO
2025-02-13 15:08:22.072836,4.194.83.219,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),403,GET,/dashboard,1539.77,INFO
2025-02-13 15:13:42.072836,50.144.189.143,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),401,PUT,/search?q=test,1757.45,INFO
2025-02-13 15:14:39.072836,166.249.207.150,Mozilla/5.0 (Linux; Android 11),400,POST,/search?q=test,220.11,INFO
2025-02-13 15:16:23.072836,29.227.235.154,Mozilla/5.0 (Windows NT 10.0; Win64; x64),502,POST,/dashboard,2615.92,INFO
2025-02-13 15:18:49.072836,149.115.254.111,Mozilla/5.0 (Linux; Android 11),500,PUT,/settings,564.8,WARNING
2025-02-13 15:29:46.072836,127.55.65.142,Mozilla/5.0 (Windows NT 10.0; Win64; x64),201,GET,/admin,562.69,INFO
2025-02-13 15:29:54.072836,125.26.255.175,Mozilla/5.0 (Windows NT 10.0; Win64; x64),503,POST,/home,1816.28,INFO
2025-02-13 15:31:48.072836,129.61.207.145,Mozilla/5.0 (Windows NT 10.0; Win64; x64),400,PUT,/search?q=test,702.11,INFO
2025-02-13 15:31:55.072836,156.224.237.142,Mozilla/5.0 (Windows NT 10.0; Win64; x64),201,PUT,/home,1946.65,WARNING
2025-02-13 15:33:14.072836,183.187.170.234,Mozilla/5.0 (Linux; Android 11),400,PUT,/api/data,1068.96,CRITICAL
2025-02-13 15:33:49.072836,27.164.103.80,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),400,POST,/logout,1404.85,INFO
2025-02-13 15:36:06.072836,64.24.2.232,Mozilla/5.0 (Linux; Android 11),503,PUT,/profile,1313.24,CRITICAL
2025-02-13 15:46:39.072836,249.195.130.223,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),201,GET,/search?q=test,2222.15,INFO
2025-02-13 15:46:43.072836,9.74.41.232,Mozilla/5.0 (Windows NT 10.0; Win64; x64),201,POST,/admin,2389.81,INFO
2025-02-13 15:50:47.072836,204.201.26.98,Mozilla/5.0 (Linux; Android 11),403,PUT,/search?q=test,970.23,ERROR
2025-02-13 15:52:43.072836,231.247.56.42,Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X),500,DELETE,/profile,1854.13,INFO
2025-02-13 15:53:36.072836,68.179.64.19,Mozilla/5.0 (Windows NT 6.1; Win64; x64),400,DELETE,/home,2276.03,INFO
2025-02-13 15:53:56.072836,250.41.68.185,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),502,DELETE,/login,452.46,INFO
2025-02-13 15:55:30.072836,159.126.128.225,Mozilla/5.0 (Linux; Android 11),500,DELETE,/home,263.26,INFO
